chromosome	start	end	entrezid
17	79910388	79919716	147111
12	10524952	10562745	22914
4	1243088	1282079	92070
17	38465444	38513094	5914
6	84262599	84419410	9892
11	117857063	117872196	3587
19	5558178	5568045	257000
9	43624507	43630730	389730
11	70313961	70963623	22941
10	55562531	57387702	65217
18	5392383	5630699	23136
4	82009837	82136218	5593
19	35417807	35436074	90075
19	49925671	49926698	113091
4	1976363	1976487	677770
16	31500792	31520630	64755
3	121350246	121379774	3059
6	2948393	2972090	5269
10	105127724	105148822	6877
HSCHR6_MHC_COX	32730817	32734804	5696
4	122250467	122302214	84109
22	38879445	38903665	10521
19	49932658	49945617	57030
8	48872745	48890720	4173
9	43684902	43924049	79937
14	22037934	22038875	26533
19	35447258	35454953	126375
14	22101992	22103096	26534
3	52288437	52322036	80335
4	2936626	2963465	317648
5	170736288	170739138	30012
HSCHR6_MHC_MANN	31280024	31283395	3107
8	22462145	22479027	57805
1	227085237	227175246	56997
15	72978527	73030817	585
18	74690783	74845639	4155
14	89029253	89079853	79882
1	27668513	27680421	84958
3	16844159	17132086	23228
7	44617493	44621886	222068
16	3493611	3536963	79903
X	48448430	48463581	64743
2	160628362	160761221	9936
2	160628362	160761221	4065
8	100885428	100906290	1345
11	62599814	62609281	54663
HG905_PATCH	96892	100113	643224
HG905_PATCH	96892	100113	347688
10	74653339	74692791	170392
4	122589110	122618268	308
3	52321105	52329272	132158
19	11039409	11044211	90580
9	138594031	138684992	57582
19	35485688	35517375	57655
HSCHR6_MHC_QBL	31664920	31675931	259215
HSCHR6_MHC_QBL	31664920	31675931	58530
14	22133297	22134238	26686
5	43192173	43280952	167359
HG905_PATCH	184465	304637	10771
12	95414005	95467479	7181
12	51632076	51665146	9802
1	3370990	3397677	27237
5	170814120	170838141	4869
19	49949555	49956754	55011
10	47657581	47701443	195977
6	43044006	43129457	5754
6	2988221	3019996	4835
4	82347547	82965397	153020
5	43289497	43313614	3157
7	6728064	6746554	7559
17	28521337	28563020	6532
12	10524952	10544473	22914
22	38914954	38966291	11144
HSCHR6_MHC_MANN	31364707	31368080	3106
19	6952511	6990857	326342
HSCHR6_MHC_QBL	31664901	31668612	259215
5	137667624	137685416	51307
16	3543484	3545480	646174
19	7005023	7006085	497049
17	79934683	79975282	79058
HG883_PATCH	26646121	26655707	27346
11	117947753	117992605	56649
20	23420322	23425567	128817
1	67465015	67519782	23169
21	46359925	46396904	85395
1	153651113	153666468	4881
X	54466834	54471920	90121
10	74694928	74714536	84647
13	78109809	78219398	8796
20	23431040	23433494	140880
7	44646171	44748665	4967
8	1922044	1955102	9920
12	10559983	10562356	8302
1	3406484	3528059	1953
8	145490549	145492470	642658
4	2043689	2045697	401115
20	23471738	23476655	10047
7	117350705	117514193	83992
X	100353178	100418670	2491
HSCHR6_MHC_QBL	31676607	31684720	80739
HSCHR17_1	43776446	43839462	51326
6	29794744	29798902	3135
12	133498019	133532892	100289635
22	38974125	39052634	646851
20	23545369	23549386	128821
15	45248900	45271427	145645
2	37311594	37326387	253635
20	23583047	23586513	128822
X	54471887	54522599	2245
1	67557848	67697536	400757
16	3550924	3589048	23059
19	49956426	49974305	126133
20	23608534	23619110	1471
8	1993155	2113475	9172
8	145515280	145538385	3297
12	120971283	121015397	9921
15	45315302	45369383	6652
3	17198654	18486309	9779
HSCHR17_1	43800487	43865069	474170
HSCHR17_1	43800487	43865069	9884
20	23666277	23669677	1472
16	71893583	71929239	55565
9	138700333	138799074	157922
8	100973164	101143496	26166
14	68286496	69196935	5890
4	40751914	40812002	79730
5	43376747	43412493	56477
17	38517235	38520067	125111
22	39052641	39069859	25776
4	2061239	2070816	339983
20	23728190	23731905	1469
2	233897382	233899767	4759
HSCHR6_MHC_MANN	31512918	31518423	4277
9	69199480	69202204	653404
2	47387221	47403740	808
2	47387221	47403740	805
2	47387221	47403740	801
10	74766975	74856732	5033
20	23804406	23807368	1470
7	100209725	100213007	64598
20	23856572	23860387	1473
17	38544768	38574202	7153
3	146232967	146262651	5359
HSCHR6_MHC_QBL	31676661	31679858	80740
17	56282803	56296966	54903
22	39077953	39080818	56993
HSCHR6_MHC_MANN	31536013	31537528	401250
11	62623518	62656352	6520
21	46493768	46646478	104
1	67632083	67725662	149233
20	23965690	23969416	92086
11	71139239	71163914	1717
4	6675178	6677774	93622
4	2073645	2243848	353497
3	72937224	73047289	727936
20	24449835	24647252	79953
2	219867568	219906249	255101
22	39081548	39097561	9929
15	45384848	45406542	50506
X	100474758	100519486	1821
14	102430865	102517129	1778
19	49977464	49989488	2323
13	78272023	78338377	122060
X	48534985	48549818	7454
2	160788519	160919121	22925
19	35521588	35531352	6324
9	138824815	138853226	10422
1	27681675	27693383	9064
5	137688285	137772717	51780
HSCHR6_MHC_QBL	31685048	31688627	23564
15	73043710	73078187	83440
3	73045936	73118350	151987
12	1639057	1756409	81029
2	192699028	192711981	8436
X	130677950	130679030	347468
2	233924677	234116549	3635
12	133562951	133589154	7574
X	15693055	15721847	340591
22	39101728	39134304	9567
16	3589033	3627401	197358
2	9628615	9695921	6868
1	3541566	3546691	127262
9	69204538	69269662	644019
9	69204538	69269662	220869
9	69204538	69269662	150472
3	46538981	46542439	83597
HG883_PATCH	26655352	26662515	90410
X	131157293	131209971	51765
16	72042487	72058954	1723
5	892758	919472	9319
11	20177701	20182159	120237
9	138898383	138987131	138151
3	52350335	52434507	25981
2	128293378	128395304	4648
20	24929866	24940564	8530
2	192813769	193060435	23671
3	46556913	46621589	79442
X	54556644	54587504	54552
4	7096298	7105112	730971
4	122680088	122686582	132332
15	45406519	45410619	405753
7	6793740	6838996	728194
10	105148798	105156223	84833
4	7755817	7780655	84740
2	37326353	37384208	5610
HSCHR6_MHC_COX	32734237	32769688	5698
2	85621871	85645555	822
9	139006427	139010731	90120
13	78469616	78493903	1910
11	20385231	20405329	10553
1	3547331	3569325	49856
20	24943561	24973615	57136
19	11071598	11176071	6597
1	27695603	27701315	8547
9	139088096	139096955	8022
7	100218039	100240402	7036
19	35531410	35557475	3249
12	1675159	1703331	144699
6	3064225	3115421	8737
18	5882071	5895954	645369
HSCHR5_1_CTG1	68530666	68573234	1022
2	207516345	207583120	391475
1	67773047	67862583	3595
12	57943781	57980415	3798
12	1797740	1897844	79602
1	153700543	153746555	65123
17	10395624	10421860	4619
1	27705666	27709870	388611
10	105156405	105206049	22984
9	139098179	139137687	169714
16	3631182	3661599	84464
8	145539954	145550573	8694
HSCHR6_MHC_MANN	31537515	31553854	692199
HSCHR6_MHC_MANN	31537515	31553854	7919
11	118004092	118023603	6330
10	47746936	47763041	728113
10	47746936	47763041	244
HSCHR6_MHC_QBL	31688591	31697781	1192
15	45409569	45422136	90527
3	46616045	46668033	6997
13	79172497	79177673	5457
1	227177566	227506175	8476
18	5954705	6415236	91133
2	207602487	207630271	130752
HSCHR5_1_CTG1	68577165	68628568	202243
4	83273651	83295656	3184
8	22477931	22526661	55909
6	111877657	111927481	10758
16	72078188	72128330	54957
19	49990811	49995565	26819
19	49990811	49995565	26818
19	49990811	49995565	26817
19	49990811	49995565	26816
19	49990811	49995565	23521
13	79188426	79233314	79596
9	139221932	139254057	26086
1	27719148	27722318	2827
12	133613878	133639885	7637
17	40962152	40985367	8678
22	39130730	39190148	25777
5	122179134	122365049	28966
1	27730730	27816669	10163
19	10148479	10184811	388503
12	51638342	51664674	57228
16	3661729	3730144	1773
4	40812044	41218731	323
17	56295909	56345879	4025
11	71164155	71235153	55191
17	4891425	4900905	388324
19	10218327	10218411	692229
9	139253932	139258241	728489
19	10220433	10220511	100113382
5	43444354	43483995	64417
18	74962505	74980858	2587
1	67873493	67896098	26135
4	9360109	9361701	391627
11	62676151	62689279	1128
4	9369600	9370796	391622
HSCHR17_1	44001606	44145324	284058
12	95470525	95611258	55785
15	73344051	73597547	4756
13	79885962	79980612	64062
5	1008944	1039058	85409
11	118032666	118047388	6327
18	76740275	76762677	27164
17	28575218	28619074	642
9	69381812	69425560	728747
9	69381812	69425560	441425
5	43486803	43515247	375444
12	39943835	40013553	225
9	139256355	139268133	728489
9	139256355	139268133	64170
10	25447001	25465205	100128811
3	121382046	121468602	2804
3	73110810	73112488	55096
12	10564911	10573194	3823
10	26878794	26883253	645528
11	62703857	62752455	9356
4	2229191	2243891	79441
X	131211021	131262048	90167
16	72088491	72094954	3240
11	20409076	20530840	10196
9	70175707	70178815	653427
5	72251808	72386349	115548
9	70426623	70429731	100036519
18	6729717	6915715	79822
6	3118608	3153812	670
12	10579453	10594899	3822
3	18386879	18487080	6304
11	118064455	118095809	120425
X	54775332	54824673	347365
2	196440701	196602426	57181
HSCHR17_1	44150125	44280402	4137
4	122722472	122738176	5393
HSCHR6_MHC_MANN	31551738	31554120	534
3	73431584	73674091	23024
9	139270029	139293249	6621
17	38599702	38613983	3487
22	39174513	39190203	10126
8	101145588	101158028	286151
12	123011793	123110943	9735
5	148521046	148640105	22885
4	2249159	2264021	10608
10	12110971	12165224	55526
2	9724101	9771143	10971
16	31539185	31540124	51327
1	68150744	68154021	1647
HSCHR6_MHC_MANN	31554142	31566099	4795
22	39214457	39239987	23467
8	101162812	101166230	5440
18	76829285	77138283	374868
13	80055287	80130210	54602
12	10594863	10607284	3821
17	38632080	38657849	84951
8	2792875	4852494	64478
22	39257455	39268319	23466
1	68167149	68299150	55970
X	131337053	131353471	57826
19	10762538	10764520	147727
16	3701640	3767598	10131
HSCHR6_MHC_QBL	31698009	31719779	4439
17	10424465	10453274	4620
16	31724550	31806190	124411
1	68511645	68517314	9077
1	227751244	227865144	339500
10	26932098	26942383	731789
20	24986868	25039616	84532
19	49999622	50002946	84546
19	49999622	50002946	6205
10	74870217	74891586	25961
9	139296377	139305061	10807
6	29909037	29913661	3105
22	39348746	39359188	200315
HSCHR6_MHC_MANN	31579318	31581588	4049
5	122358945	122372436	5480
1	27860546	27930942	27245
3	146294342	146324003	389158
13	80910111	80915086	10253
8	101170134	101271506	6674
14	69254377	69263190	677
X	54834032	54842445	10916
8	48920960	48977268	7336
2	207630081	207657233	22868
12	40019969	40302102	283461
19	11750591	11797382	401898
13	84451344	84456528	114798
21	46683843	46707813	23275
2	37394963	37423741	391365
1	227916240	227968927	100130093
1	227916240	227968927	116841
13	86366925	86373623	84189
12	103351464	103354294	429
10	27220135	27230930	387644
22	39378352	39388809	9582
HSCHR6_MHC_MANN	31582831	31585600	7124
1	153746830	153752633	11000
7	6833765	6866401	221960
7	6833765	6866401	51622
11	20620946	20680831	9152
2	160956177	161128399	3694
16	31885079	31928668	10308
7	86825478	86849903	79161
13	88324870	88331871	26050
1	3569084	3652765	7161
5	122424816	122529960	93166
13	92050929	93519490	2262
HSCHR6_MHC_MANN	31587819	31589786	4050
12	57984957	57997198	79837
12	1901123	2028002	93589
22	39410088	39416357	27350
17	4901243	4931696	10749
1	227918126	227923112	65094
1	27938575	27961788	2268
HSCHR5_1_CTG1	68646822	68665854	6880
16	32264040	32267240	729355
13	93879095	95059655	10082
2	234118697	234204320	55054
20	25051521	25062996	30813
1	68564142	68698803	79971
17	61986957	61996198	1444
10	27535279	27548384	387646
22	39410368	39429281	140564
5	137774706	137782658	51308
2	85645844	85664152	284948
1	228003394	228034171	339501
19	35606732	35615228	5349
9	139305110	139318213	23203
11	62756626	62783311	9376
16	32684852	32688053	729355
1	228106357	228135599	7483
2	219919142	219925189	3549
4	2271309	2420390	57732
8	145554228	145559943	83482
1	153777201	153895451	57459
22	39436609	39449915	200316
X	100523241	100548059	54457
13	95089558	95131936	1638
1	228194752	228248961	89780
19	50010073	50029590	2217
8	145575878	145578574	340393
12	40148823	40499891	114134
12	51674822	51718452	51411
12	103631369	103889749	374470
X	131503345	131623996	55796
HSCHR6_MHC_MANN	31593388	31596173	7940
2	219940039	220025587	79840
3	147103833	147124647	84107
6	31937587	31940069	1797
18	6941743	7117813	284217
22	39436924	39483748	60489
16	33204156	33264727	729355
1	228270361	228286912	375
11	118097409	118123065	196264
2	98962618	99015064	1261
13	95226308	95248511	23483
17	56347217	56358296	4353
16	33261515	33264716	729355
2	74588281	74619214	1639
7	100240720	100254084	51412
HSCHR17_1	44339179	44390746	1394
11	71238313	71239210	440050
9	139323071	139334274	56623
8	49623348	49647870	79645
11	71249071	71250253	57830
8	22545172	22550815	1960
5	122680579	122759286	153241
11	71259466	71260653	3846
X	48553945	48567403	6839
11	71276609	71279980	387273
22	39493229	39500072	164668
11	71292901	71314399	440051
1	27992572	27998729	2537
15	45422131	45457774	53905
1	68894505	68915642	6121
7	117824086	117832878	51691
13	95254157	95286899	160897
8	22570769	22857513	157310
19	35615417	35633355	163175
12	133656424	133684130	7699
1	153901977	153919172	9909
8	145577795	145584932	79581
11	62847412	62911693	283238
3	74311719	74570291	5067
10	105206543	105212660	51063
3	19189946	19577138	131096
13	95361886	95364389	11166
X	100600649	100604184	1678
11	71498556	71512282	55199
22	39516172	39548679	23492
7	117854727	117882785	56311
1	228288427	228293112	79169
16	3775055	3930727	1387
11	20691117	21597227	4745
2	9983483	10074545	9014
2	207804278	207834198	130749
HSCHR6_MHC_QBL	31749636	31753979	7407
X	48620154	48632064	392465
HSCHR6_MHC_MANN	31596159	31600249	259197
8	22844930	22877712	23221
12	95611522	95696566	55591
5	43526369	43557860	10605
X	48644962	48652716	2623
11	62905339	63137190	387775
17	4935895	4955304	55065
11	71544246	71548756	245911
5	1050499	1112150	10723
7	7196565	7288282	56913
11	118124118	118135251	10205
22	39619364	39640756	5155
9	70432004	70497240	644019
9	70432004	70497240	445571
9	70432004	70497240	220869
9	70432004	70497240	150472
9	70432004	70497240	55871
2	207938861	208031991	8609
16	72088522	72111145	3250
X	100604435	100641183	695
17	56378592	56406152	9256
HSCHR5_1_CTG1	68665134	68710869	5884
X	24762558	24762687	677773
HSCHR6_MHC_QBL	31755421	31765001	57819
1	68939835	68962904	55635
4	83343717	83351294	9987
3	121488610	121553926	9657
19	12817263	12817332	26810
19	11200038	11244492	3949
5	170846660	170884627	8817
14	69340860	69446157	87
20	25176329	25207365	955
2	161128662	161350305	5937
5	137801179	137805004	1958
17	28643351	28661077	388364
4	122737599	122745087	890
11	118175260	118186890	916
1	3668962	3688209	148870
13	95672083	95953687	10257
19	50030875	50050219	57333
7	7395834	7575484	340267
17	74132414	74137380	2302
14	39866873	39901704	254170
12	40590546	40763087	120892
5	137841784	137878989	2107
16	72127461	72146811	9785
X	26576454	26579169	139538
2	196602427	196933536	56171
4	2463947	2627047	6047
HSCHR6_MHC_QBL	31767647	31773092	3305
4	16228286	16321763	202020
17	28705923	28797007	1362
17	74138534	74236454	114804
8	145579091	145583036	26233
8	49830249	49834299	6591
11	71639747	71708643	55298
10	12171636	12211960	55176
19	50058968	50093519	51070
HSCHR6_MHC_QBL	31773491	31775973	3304
HSCHR6_MHC_QBL	31773491	31775973	3303
9	139334549	139372141	9919
16	4003388	4166186	115
HG883_PATCH	26662628	26674035	7126
2	85766288	85772403	4144
5	171288553	171433877	23291
1	28052490	28089633	199870
HSCHR6_MHC_QBL	31785766	31788290	3304
HSCHR6_MHC_QBL	31785766	31788290	3303
1	153920145	153931101	200186
2	219940051	220035549	151295
8	49966870	49988649	492307
21	46825052	46933634	80781
HSCHR6_MHC_DBB	31602375	31608169	55937
2	99061317	99210853	3631
1	228294380	228297013	128308
HSCHR6_MHC_MANN	31627937	31645035	7916
14	102547075	102606036	3320
5	72416119	72427644	134285
22	39708887	39716394	6122
HSCHR6_MHC_COX	32735310	32744079	6890
16	46614466	46655538	79801
HSCHR6_MHC_QBL	31792647	31797799	50854
8	101269288	101348446	25897
1	70034081	70617628	57554
3	46710487	46735194	259173
3	19920964	19988517	151651
16	4239375	4292081	6345
X	48659784	48683392	10013
10	92828	120103	643224
10	92828	120103	347688
1	3689352	3692546	388588
17	79976578	79981983	201254
11	22214722	22304903	203859
11	118209669	118213459	915
4	122745595	122791652	55212
18	77155856	77289325	4772
15	73612200	73661605	10021
1	3696784	3713068	57470
12	57998405	58003587	196403
8	50822349	51706678	54212
16	4307187	4323076	7023
2	85771846	85788670	2677
15	73735499	73852355	283677
5	43602794	43707507	23530
2	208394461	208468155	1385
13	96085858	96232013	9071
7	100271154	100276797	2783
11	22359643	22401049	57084
8	101521980	101572012	157567
10	105213144	105218645	255022
11	118215059	118225876	917
3	147111209	147228080	7545
5	148651434	148721365	134265
7	119913722	120390385	3751
X	54946895	54957864	7216
6	3153903	3157760	7280
HG883_PATCH	26684604	26690705	147007
10	105232561	105238997	119395
16	46690054	46723430	55737
12	10758612	10766222	55110
17	38710021	38721724	1236
19	35629712	35634013	5348
5	72469022	72470970	134288
16	4364762	4389598	84662
11	22644079	22647387	2188
1	3728645	3773778	9731
9	139377947	139380518	158055
HG883_PATCH	26691290	26692265	645832
6	43139037	43149243	6722
7	152341864	152373250	7516
1	70610488	70671303	55631
14	23033805	23058175	1603
7	120427376	120498456	23554
HG883_PATCH	26691378	26725182	23098
GL000222.1	86430	89304	100288801
9	139388896	139440314	4851
2	37428755	37458856	10153
HSCHR6_MHC_QBL	31815830	31821077	4758
8	101585116	101675643	169166
15	73852355	73926475	27020
13	96230457	96296957	22873
11	22647188	22834601	2620
16	4381550	4405608	51025
1	28099694	28150963	23673
HG883_PATCH	26694297	26700110	645832
HG883_PATCH	26694297	26700110	7448
18	7231123	7232045	339291
3	187086120	187089864	64108
X	27478921	27481413	139420
14	23067146	23081265	63874
17	4981543	4999669	124961
10	29698331	29776674	387647
6	31938868	31950598	8859
12	51722227	51740463	1990
7	86974997	87029111	54677
3	75713481	75716371	100288801
19	35634154	35645204	53822
3	187386694	187388187	6750
HSCHR5_1_CTG1	68711180	68739968	153562
2	10085341	10142411	29841
4	83351715	83382244	58478
17	5008836	5026411	7775
12	123104824	123215390	27198
14	42076773	42373752	145581
HSCHR17_1	44831766	44874729	474170
HSCHR17_1	44831766	44874729	9884
19	50083903	50094272	5639
17	61994560	61996179	2688
12	123185840	123187890	338442
10	47894023	47949412	55747
12	123199303	123201439	8843
4	41258430	41270472	7345
3	19988571	20026667	5868
12	51745031	51786651	11226
9	139553308	139567130	51162
8	145596790	145618457	203054
14	44973545	44976482	84075
4	83404323	83483510	441027
12	123237321	123255611	8562
9	70856397	70914929	445571
9	70856397	70914929	220869
9	70856397	70914929	150472
9	70856397	70914929	55871
14	45366498	45376460	122525
13	96329393	96447243	5611
12	10771538	10826917	55359
15	45459412	45493373	90525
11	118230300	118269926	9354
19	50094900	50129696	57479
HSCHR6_MHC_DBB	31608257	31610731	57827
6	111981535	112194655	2534
19	35645633	35660786	53827
3	75758794	75834734	100131827
11	71709587	71716761	10068
19	11242196	11266484	147841
2	47572297	47614740	4072
17	56422539	56430454	6827
2	220036619	220042828	27013
1	70671365	70718735	9295
18	7566780	8406859	5797
9	139567595	139581875	10555
11	22835345	22851845	258010
2	128395956	128439360	55679
22	39745930	39781593	9145
7	7606503	7648560	54468
5	122847793	122952739	1456
10	105253736	105352309	9148
HSCHR6_MHC_QBL	31818406	31967104	1589
1	228327663	228336685	2987
HSCHR6_MHC_COX	32824726	32843224	3109
15	73976307	74006859	80381
8	22877646	22926692	8795
19	50138549	50143458	6237
1	153931575	153940188	27173
5	137890571	137911133	3313
10	58116989	58121036	11130
10	74889913	74928813	11319
8	6264113	6501144	79648
3	148415571	148460795	185
15	45544428	45568149	9153
13	96453834	96705736	55757
5	72740654	72744352	2297
9	139607022	139618502	138311
8	101698044	101735037	26986
1	28157289	28178187	5511
17	10531843	10560626	4621
19	11274943	11308467	25959
22	39795746	39833065	10454
11	24518516	25104150	338645
HG883_PATCH	26721775	26734216	113235
3	20021453	20053822	151649
5	72794233	72801460	689
7	44788180	44809477	83637
1	3773845	3801993	1677
HSCHR5_1_CTG1	68855801	68888468	728340
HSCHR5_1_CTG1	68855801	68888468	2966
3	75955846	77699115	6092
4	122800182	122872909	7222
9	139632619	139637808	414332
7	87031013	87109751	5244
12	58003963	58013162	115557
12	121016567	121019201	51367
3	20081515	20195896	8850
16	72146056	72210777	83449
19	50145382	50161899	58506
8	52232138	52722005	137902
22	39853349	39888199	4248
15	45653322	45694525	2628
8	6357172	6420930	285
9	70917276	70920000	286380
20	25228705	25278650	5834
12	123258874	123312075	84660
9	139638463	139642980	158062
5	171469077	171615390	6793
1	70726271	70820417	81573
9	70943224	71145977	5239
17	74261283	74267375	283991
16	46723555	46732306	23594
11	118271869	118302211	10632
21	46913486	46964325	6573
22	39895437	39914137	54471
10	180405	300577	10771
9	139648838	139652678	138307
7	120590803	120617270	54556
12	133707161	133736051	7556
9	71151496	71155783	169693
HSCHR6_MHC_MANN	31646291	31659974	7917
X	100645812	100651105	6173
13	96743093	97485671	266722
HSCHR6_MHC_COX	32838712	32860827	3108
10	105348285	105615301	9644
9	139654086	139660707	389812
17	74270130	74303761	84074
19	35715703	35719632	148109
4	83550692	83720010	79966
13	97637973	97646984	27199
5	148724993	148734146	134266
8	145618444	145634753	29894
8	6565878	6617184	55326
7	152456834	152552463	57180
15	74032141	74045088	388135
HSCHR6_MHC_DBB	31611188	31616243	7918
1	70820488	70851022	11147
12	10851683	10875911	8531
18	8609443	8639379	201475
14	45393522	45511525	54813
9	139685807	139687709	85014
6	43149913	43192325	23113
5	171636644	171711075	92181
1	28199055	28213196	9473
22	39915700	39918691	468
14	23235731	23241007	5018
6	84562985	84567234	134701
18	77439801	77514510	9150
X	131760044	132095423	90161
5	1201710	1225232	340024
16	4404543	4475706	79585
9	71320575	71624092	8395
8	52730140	52811735	115294
HSCHR6_MHC_QBL	31821363	31837218	80736
15	74165949	74181555	161514
3	121554030	121605373	55840
1	228337553	228347527	57165
8	6728097	6735544	1672
5	171752185	171881527	285590
13	97873688	98046374	10150
8	6782215	6783598	1671
HSCHR6_MHC_MCF	28870945	28891932	5987
1	228353516	228369958	200205
17	56429861	56494956	54894
9	139690802	139702193	84960
8	6793344	6795860	1669
19	50162826	50169132	3661
17	79981178	79989027	201255
2	220040947	220050201	79137
8	6835171	6837602	728358
15	74218330	74244478	4016
19	35739233	35758867	51599
HG883_PATCH	26800312	26824800	9058
10	97365696	97416463	5832
17	62006100	62009714	974
8	6854288	6875778	728358
17	5019733	5078329	84669
17	5019733	5078329	9098
1	70876901	70905534	1491
17	40976402	40995774	10197
22	39925098	39928860	91582
8	6873391	6875823	728358
3	121612936	121662949	6565
14	45431411	45543634	23116
3	52435029	52444366	8314
9	71394964	71398609	116224
21	47063608	47362368	54039
8	6912831	6914256	1670
15	45694529	45713617	79029
2	234216462	234255701	6295
2	85788685	85809154	8673
9	71627469	71629039	5568
19	11309971	11373157	57572
13	98086476	98121382	5911
4	2626988	2734292	8603
HSCHR6_MHC_DBB	31615195	31620303	1460
5	72848160	72861511	57763
8	7272382	7274385	1673
9	71650175	71715094	2395
5	148737570	148749216	78991
3	148508889	148577974	1360
8	7286410	7287870	414325
10	59951278	60027694	253430
20	25275379	25371619	26090
5	1225470	1246304	348932
12	121078355	121105127	9478
7	7676149	7758238	6119
18	77623668	77660184	26251
17	56497528	56565745	124535
8	7300206	7321196	653423
8	7300206	7321196	10407
2	85811531	85820535	10791
6	84569362	84677143	51167
9	139702374	139735639	55684
18	77662420	77711664	80148
3	46742823	46752376	259236
5	44303646	44389808	2255
11	71713910	71791739	4926
X	48687283	48688548	3266
16	72816784	73093597	463
5	172068269	172118543	54492
2	196998290	197041227	9262
X	48689504	48694035	27344
7	44836279	44864163	5478
1	71318036	71513491	5733
10	48247669	48252143	643161
8	7327830	7332604	140596
5	172195093	172198198	1843
7	100277130	100287071	64599
5	148750887	148783765	27190
7	87133175	87342611	5243
6	30026676	30032686	30834
8	7340026	7343922	245909
11	118307205	118397539	4297
2	161993419	162092732	10010
1	153940010	153946839	148327
16	46740891	46824319	91807
8	7345191	7347115	245908
15	45722727	45740959	84419
HG883_PATCH	26833262	26865915	8456
17	28804380	28854610	9527
2	208445355	208490652	151194
HG883_PATCH	26674233	26684545	26073
12	123319000	123347507	9026
14	102605840	102691184	91833
16	74330673	74340186	5713
12	133707570	133783698	10795
11	26210829	26684835	63982
8	22941868	22974950	8794
HSCHR6_MHC_SSTO	28870844	28891821	5987
15	74275547	74286963	9399
9	139738867	139741797	389813
15	45771809	45815005	7782
5	172261278	172379688	57222
X	48750730	48755426	10245
9	139743176	139745488	29085
18	8705659	8832776	23255
10	48255253	48279200	653145
17	38781214	38804760	6605
14	45553302	45585485	55015
16	46830519	46865323	388272
HSCHR6_MHC_DBB	31620339	31623736	58496
2	220059959	220074373	130617
8	22993101	23021543	8793
18	77724561	77730822	440498
17	74305567	74380602	5635
16	4421849	4433529	114990
1	71528974	71546980	9406
10	105642300	105677963	79991
8	7353368	7366833	245910
22	39966758	40085742	8911
18	77732867	77793949	10907
9	139745395	139755249	158056
HSCHR6_MHC_SSTO	28962690	28973114	282890
3	187416047	187420345	344892
8	23047965	23082639	8797
16	46918290	46965209	84706
19	35759881	35770724	7392
13	98605912	98676551	3843
8	7669242	7673238	245910
20	25388363	25433264	9837
11	26580580	26593780	143662
8	7679488	7681411	245908
12	58013310	58019934	65012
HSCHR6_MHC_SSTO	29012010	29013037	26692
HSCHR6_MHC_SSTO	29054011	29055116	442184
8	7682694	7686575	245909
6	112375275	112392171	8838
HSCHR6_MHC_SSTO	29079695	29080630	442186
8	7693993	7698764	140596
HSCHR6_MHC_SSTO	29141342	29142382	26707
9	71736209	71870124	9414
7	120628731	120937498	79974
17	79989500	79992080	5881
HSCHR6_MHC_SSTO	29274499	29275615	442191
18	9102628	9134343	4729
6	3224495	3231964	347733
3	46753605	46854064	29122
14	89078775	89259096	161436
HSCHR6_MHC_SSTO	29323121	29399418	81696
16	4475806	4506776	9093
2	197059094	197458416	57520
HSCHR6_MHC_SSTO	29340988	29417550	81797
9	139756571	139760738	8721
11	26688566	26744974	159963
5	44809027	44820530	10884
19	11348178	11352619	55908
8	7705398	7726389	653423
8	7705398	7726389	10407
HSCHR6_MHC_SSTO	29364084	29365116	26529
3	46783582	46854048	377047
8	23101150	23119512	91782
HSCHR6_MHC_SSTO	29384748	29408405	442194
1	71861623	72748417	257194
3	20202085	20227784	151648
1	3805689	3816857	339448
15	45879321	45908197	26258
3	148583043	148614983	1359
HSCHR6_MHC_QBL	31837931	31855870	10919
3	46871032	46875585	339906
HSCHR6_MHC_SSTO	29392955	29424524	26531
1	28218035	28241257	6118
17	56566898	56595266	9110
5	148871760	148931007	1452
11	27015628	27018630	387758
1	4714792	4852594	55966
3	187439165	187463515	604
3	46899362	46923659	4634
2	128403439	128410213	2840
HSCHR6_MHC_SSTO	29424634	29431781	26716
5	72861268	72877794	84135
12	10954131	10955226	50837
12	10958650	10959892	50836
12	10961693	10962767	50835
16	74442529	74455368	497190
11	27062272	27149356	8424
19	11406824	11437672	26526
9	139776364	139821059	7186
21	47401651	47424964	1291
5	137946656	138270723	1495
1	74491699	74663871	127255
HSCHR6_MHC_MANN	31659685	31665479	55937
5	45259349	45696253	348980
1	228395831	228566577	84033
12	10977559	11324212	11272
HSCHR6_MHC_COX	32858771	32871622	6046
7	44866390	44887682	94239
10	60028818	60049346	55847
HSCHR6_MHC_MCF	29012143	29013170	26692
HSCHR6_MHC_MCF	29054126	29055231	442184
HSCHR6_MHC_SSTO	29454148	29455412	116511
16	46989299	47007699	10294
X	54959394	55024967	5207
HSCHR6_MHC_MCF	29079818	29080591	442186
HSCHR6_MHC_MCF	29141459	29142499	26707
6	30034486	30038110	6992
2	234263153	234380750	8527
HSCHR6_MHC_MCF	29274637	29275753	442191
19	50168823	50177173	83596
1	28261504	28285668	27293
HSCHR6_MHC_MCF	29323244	29399524	81696
2	85822848	85824736	51255
7	153584182	154685995	1804
HSCHR6_MHC_MCF	29341124	29417657	81797
1	5922871	6052533	261734
X	48755195	48760420	10084
1	153946745	153950164	10899
