gene_symbol	chromosome_name
RN7SL197P	20
RN7SL198P	10
RN7SL199P	17
RN7SL19P	8
RN7SL2	14
RN7SL200P	6
RN7SL201P	2
RN7SL202P	19
RN7SL203P	8
RN7SL204P	2
RN7SL205P	4
RN7SL208P	5
RN7SL209P	15
RN7SL20P	22
RN7SL210P	2
RN7SL211P	2
RN7SL213P	14
RN7SL214P	15
RN7SL215P	3
RN7SL216P	3
RN7SL217P	3
RN7SL218P	4
RN7SL219P	16
RN7SL220P	10
RN7SL221P	6
RN7SL222P	11
RN7SL223P	11
RN7SL225P	11
RN7SL228P	8
RN7SL229P	3
RN7SL22P	9
RN7SL230P	1
RN7SL231P	19
RN7SL233P	18
RN7SL234P	6
RN7SL236P	17
RN7SL237P	20
RN7SL238P	15
RN7SL239P	11
RN7SL23P	11
RN7SL240P	11
RN7SL241P	10
RN7SL242P	1
RN7SL244P	6
RN7SL246P	12
RN7SL248P	10
RN7SL250P	8
RN7SL251P	2
RN7SL252P	7
RN7SL253P	4
RN7SL254P	4
RN7SL258P	17
RN7SL25P	9
RN7SL260P	8
RN7SL261P	1
RN7SL262P	0
RN7SL263P	22
RN7SL265P	7
RN7SL266P	0
RN7SL267P	2
RN7SL268P	22
RN7SL269P	1
RN7SL26P	6
RN7SL270P	17
RN7SL271P	3
RN7SL272P	13
RN7SL273P	6
RN7SL274P	16
RN7SL275P	4
RN7SL277P	1
RN7SL278P	15
RN7SL279P	16
RN7SL280P	22
RN7SL282P	18
RN7SL283P	2
RN7SL284P	10
RN7SL285P	6
RN7SL286P	15
RN7SL288P	13
RN7SL28P	4
RN7SL290P	1
RN7SL291P	0
RN7SL292P	7
RN7SL293P	8
RN7SL294P	3
RN7SL296P	3
RN7SL297P	2
RN7SL299P	1
RN7SL3	14
RN7SL300P	3
RN7SL301P	17
RN7SL302P	9
RN7SL303P	8
RN7SL304P	1
RN7SL305P	22
RN7SL306P	7
RN7SL307P	15
RN7SL308P	8
RN7SL309P	11
RN7SL30P	9
RN7SL310P	18
RN7SL311P	4
RN7SL313P	2
RN7SL314P	10
RN7SL316P	17
RN7SL318P	8
RN7SL319P	15
RN7SL320P	13
RN7SL321P	3
RN7SL322P	19
RN7SL323P	8
RN7SL325P	0
RN7SL326P	1
RN7SL327P	15
RN7SL328P	9
RN7SL329P	8
RN7SL32P	2
RN7SL330P	12
RN7SL331P	15
RN7SL332P	6
RN7SL333P	1
RN7SL334P	6
RN7SL335P	4
RN7SL336P	6
RN7SL337P	19
RN7SL338P	9
RN7SL339P	5
RN7SL33P	17
RN7SL340P	19
RN7SL341P	2
RN7SL342P	18
RN7SL343P	9
RN7SL344P	1
RN7SL346P	15
RN7SL34P	19
RN7SL350P	8
RN7SL351P	11
RN7SL352P	6
RN7SL353P	6
RN7SL354P	15
RN7SL356P	14
RN7SL357P	4
RN7SL359P	2
RN7SL35P	7
RN7SL361P	2
RN7SL363P	15
RN7SL364P	19
RN7SL366P	6
RN7SL368P	19
RN7SL369P	14
RN7SL36P	3
RN7SL370P	1
RN7SL371P	1
RN7SL372P	1
RN7SL375P	13
RN7SL376P	15
RN7SL377P	7
RN7SL378P	5
RN7SL379P	0
RN7SL37P	5
RN7SL380P	12
RN7SL381P	16
RN7SL382P	4
RN7SL383P	5
RN7SL384P	10
RN7SL385P	22
RN7SL386P	1
RN7SL387P	12
RN7SL388P	0
RN7SL38P	12
RN7SL390P	12
RN7SL391P	12
RN7SL392P	1
RN7SL393P	2
RN7SL394P	10
RN7SL395P	8
RN7SL396P	8
RN7SL397P	3
RN7SL398P	10
RN7SL39P	18
RN7SL400P	15
RN7SL402P	19
RN7SL403P	6
RN7SL405P	17
RN7SL408P	6
RN7SL40P	2
RN7SL411P	3
RN7SL413P	13
RN7SL414P	2
RN7SL415P	6
RN7SL416P	7
RN7SL417P	15
RN7SL418P	3
RN7SL419P	4
RN7SL41P	8
RN7SL420P	1
RN7SL422P	9
RN7SL423P	2
RN7SL424P	4
RN7SL425P	1
RN7SL426P	17
RN7SL428P	15
RN7SL429P	15
RN7SL42P	11
RN7SL430P	9
RN7SL431P	1
RN7SL432P	1
RN7SL434P	3
RN7SL435P	11
RN7SL438P	15
RN7SL43P	7
RN7SL440P	1
RN7SL442P	17
RN7SL443P	20
RN7SL444P	1
RN7SL445P	10
RN7SL446P	4
RN7SL447P	3
RN7SL448P	17
RN7SL44P	1
RN7SL451P	1
RN7SL452P	14
RN7SL453P	10
RN7SL454P	17
RN7SL455P	2
RN7SL456P	7
RN7SL457P	8
RN7SL459P	12
RN7SL45P	17
RN7SL460P	0
RN7SL461P	14
RN7SL462P	9
RN7SL464P	1
RN7SL465P	6
RN7SL466P	1
RN7SL468P	2
RN7SL469P	15
RN7SL470P	2
RN7SL471P	6
RN7SL472P	14
RN7SL473P	1
RN7SL474P	8
RN7SL475P	1
RN7SL477P	19
RN7SL478P	7
RN7SL479P	1
RN7SL47P	6
RN7SL480P	1
RN7SL481P	7
RN7SL482P	3
RN7SL483P	12
RN7SL484P	15
RN7SL487P	15
RN7SL488P	1
RN7SL489P	15
RN7SL48P	0
RN7SL491P	19
RN7SL492P	4
RN7SL493P	16
RN7SL494P	15
RN7SL495P	15
RN7SL496P	7
RN7SL498P	20
RN7SL499P	2
RN7SL49P	13
RN7SL4P	3
RN7SL500P	22
RN7SL502P	6
RN7SL503P	1
RN7SL504P	3
RN7SL505P	7
RN7SL507P	17
RN7SL508P	12
RN7SL509P	6
RN7SL50P	18
RN7SL510P	15
RN7SL513P	19
RN7SL515P	13
RN7SL516P	2
RN7SL517P	3
RN7SL518P	10
RN7SL519P	12
RN7SL51P	2
RN7SL520P	16
RN7SL521P	7
RN7SL523P	14
RN7SL524P	10
RN7SL525P	19
RN7SL526P	19
RN7SL52P	21
RN7SL530P	14
RN7SL531P	2
RN7SL535P	7
RN7SL536P	15
RN7SL538P	1
RN7SL541P	5
RN7SL542P	7
RN7SL543P	16
RN7SL544P	9
RN7SL545P	15
RN7SL546P	14
RN7SL547P	20
RN7SL549P	7
RN7SL551P	18
RN7SL552P	4
RN7SL553P	3
RN7SL554P	6
RN7SL555P	20
RN7SL556P	7
RN7SL557P	16
RN7SL558P	4
RN7SL559P	1
RN7SL55P	4
RN7SL560P	9
RN7SL561P	20
RN7SL563P	8
RN7SL564P	6
RN7SL565P	9
RN7SL566P	19
RN7SL567P	3
RN7SL568P	15
RN7SL569P	7
RN7SL571P	13
RN7SL573P	17
RN7SL574P	1
RN7SL575P	2
RN7SL577P	15
RN7SL578P	0
RN7SL57P	9
RN7SL580P	6
RN7SL581P	0
RN7SL582P	3
RN7SL583P	1
RN7SL584P	15
RN7SL585P	13
RN7SL586P	14
RN7SL589P	4
RN7SL58P	5
RN7SL591P	10
RN7SL592P	9
RN7SL594P	20
RN7SL596P	11
RN7SL597P	13
RN7SL598P	14
RN7SL5P	9
RN7SL600P	1
RN7SL601P	17
RN7SL602P	2
RN7SL604P	2
RN7SL605P	11
RN7SL606P	17
RN7SL607P	20
RN7SL608P	17
RN7SL60P	13
RN7SL610P	2
RN7SL612P	1
RN7SL614P	1
RN7SL615P	20
RN7SL616P	5
RN7SL617P	6
RN7SL618P	13
RN7SL619P	19
RN7SL620P	17
RN7SL621P	8
RN7SL622P	17
RN7SL623P	5
RN7SL624P	17
RN7SL625P	7
RN7SL627P	17
RN7SL628P	15
RN7SL629P	5
RN7SL62P	1
RN7SL630P	12
RN7SL632P	2
RN7SL633P	22
RN7SL634P	14
RN7SL635P	2
RN7SL636P	20
RN7SL638P	20
RN7SL63P	10
RN7SL640P	9
RN7SL643P	6
RN7SL644P	10
RN7SL646P	5
RN7SL647P	3
RN7SL648P	0
RN7SL650P	14
RN7SL652P	11
RN7SL653P	1
RN7SL654P	1
RN7SL655P	5
RN7SL656P	17
RN7SL657P	1
RN7SL658P	0
RN7SL659P	9
RN7SL65P	2
RN7SL660P	14
RN7SL663P	19
RN7SL664P	3
RN7SL665P	9
RN7SL666P	20
RN7SL667P	0
RN7SL668P	1
RN7SL66P	2
RN7SL670P	2
RN7SL671P	4
RN7SL672P	20
RN7SL673P	15
RN7SL674P	2
RN7SL675P	8
RN7SL676P	12
RN7SL677P	15
RN7SL678P	21
RN7SL679P	1
RN7SL67P	12
RN7SL680P	20
RN7SL681P	4
RN7SL683P	14
RN7SL684P	5
RN7SL685P	8
RN7SL687P	0
RN7SL688P	11
RN7SL689P	5
RN7SL68P	5
RN7SL690P	20
RN7SL691P	4
RN7SL692P	1
RN7SL693P	19
RN7SL694P	16
RN7SL697P	0
RN7SL698P	3
RN7SL69P	12
RN7SL700P	13
RN7SL702P	23
RN7SL703P	3
RN7SL704P	22
RN7SL705P	18
RN7SL706P	14
RN7SL708P	19
RN7SL709P	8
RN7SL70P	19
RN7SL711P	5
RN7SL712P	0
RN7SL713P	1
RN7SL714P	14
RN7SL715P	3
RN7SL716P	17
RN7SL717P	2
RN7SL718P	19
RN7SL719P	15
RN7SL720P	9
RN7SL722P	9
RN7SL724P	3
RN7SL725P	23
RN7SL726P	9
RN7SL727P	0
RN7SL728P	4
RN7SL72P	7
RN7SL731P	1
RN7SL732P	0
RN7SL733P	10
RN7SL734P	12
RN7SL735P	17
RN7SL736P	15
RN7SL737P	12
RN7SL738P	3
RN7SL73P	3
RN7SL740P	21
RN7SL741P	13
RN7SL743P	16
RN7SL744P	12
RN7SL745P	18
RN7SL749P	10
RN7SL74P	0
RN7SL750P	7
RN7SL751P	3
RN7SL752P	3
RN7SL753P	2
RN7SL754P	10
RN7SL756P	17
RN7SL757P	22
RN7SL759P	15
RN7SL75P	9
RN7SL760P	8
RN7SL761P	13
RN7SL762P	3
RN7SL763P	9
RN7SL766P	13
RN7SL767P	3
RN7SL769P	12
RN7SL76P	7
RN7SL771P	7
RN7SL774P	17
RN7SL775P	17
RN7SL776P	4
RN7SL778P	11
RN7SL77P	14
RN7SL782P	5
RN7SL783P	13
RN7SL784P	17
RN7SL785P	0
RN7SL786P	11
RN7SL787P	9
RN7SL788P	1
RN7SL789P	19
RN7SL78P	10
RN7SL790P	0
RN7SL791P	5
RN7SL792P	17
RN7SL793P	12
RN7SL794P	9
RN7SL795P	18
RN7SL796P	15
RN7SL797P	6
RN7SL798P	8
RN7SL799P	0
RN7SL79P	17
RN7SL7P	7
RN7SL800P	17
RN7SL801P	5
RN7SL802P	5
RN7SL803P	5
RN7SL804P	12
RN7SL806P	8
RN7SL807P	2
RN7SL808P	4
RN7SL809P	12
RN7SL810P	13
RN7SL811P	6
RN7SL812P	22
RN7SL813P	2
RN7SL814P	5
RN7SL815P	3
RN7SL817P	2
RN7SL818P	23
RN7SL819P	17
RN7SL81P	7
RN7SL820P	2
RN7SL822P	4
RN7SL823P	19
RN7SL824P	1
RN7SL825P	10
RN7SL826P	8
RN7SL827P	6
RN7SL828P	11
RN7SL82P	15
RN7SL831P	1
RN7SL833P	19
RN7SL834P	2
RN7SL835P	19
RN7SL837P	1
RN7SL838P	11
RN7SL83P	7
RN7SL841P	16
RN7SL842P	19
RN7SL843P	22
RN7SL845P	7
RN7SL846P	10
RN7SL847P	10
RN7SL849P	9
RN7SL850P	16
RN7SL851P	7
RN7SL853P	15
RN7SL854P	1
RN7SL856P	2
RN7SL860P	19
RN7SL861P	1
RN7SL862P	18
RN7SL863P	3
RN7SL864P	20
RN7SL865P	12
RN7SL868P	5
RN7SL869P	7
RN7SL870P	3
RN7SL87P	5
RN7SL88P	12
RN7SL89P	4
RN7SL8P	7
RN7SL91P	0
RN7SL92P	3
RN7SL93P	0
RN7SL96P	2
RN7SL97P	18
RN7SL98P	9
RNA5-8S5	21
RNA5-8S5	21
RNA5-8S5	21
RNA5-8SP2	16
RNA5-8SP3	9
RNA5-8SP4	19
RNA5-8SP5	2
RNA5-8SP6	23
RNA5-8SP7	20
RNA5S1	1
RNA5S10	1
RNA5S11	1
RNA5S12	1
RNA5S13	1
RNA5S14	1
RNA5S15	1
RNA5S17	1
RNA5S2	1
RNA5S3	1
RNA5S4	1
RNA5S5	1
RNA5S6	1
RNA5S7	1
RNA5S8	1
RNA5S9	1
RNA5SP100	2
RNA5SP101	2
RNA5SP102	2
RNA5SP103	2
RNA5SP104	2
RNA5SP105	2
RNA5SP106	2
RNA5SP107	2
RNA5SP108	2
RNA5SP109	2
RNA5SP110	2
RNA5SP112	2
RNA5SP113	2
RNA5SP114	2
RNA5SP115	2
RNA5SP116	2
RNA5SP117	2
RNA5SP118	2
RNA5SP119	2
RNA5SP120	2
RNA5SP121	2
RNA5SP122	2
RNA5SP123	3
RNA5SP124	3
RNA5SP125	3
RNA5SP126	3
RNA5SP127	3
RNA5SP128	3
RNA5SP129	3
RNA5SP130	3
RNA5SP131	3
RNA5SP132	3
RNA5SP133	3
RNA5SP134	3
RNA5SP135	3
RNA5SP136	3
RNA5SP137	3
RNA5SP138	3
RNA5SP139	3
RNA5SP140	3
RNA5SP141	3
RNA5SP142	3
RNA5SP143	3
RNA5SP144	3
RNA5SP145	3
RNA5SP146	3
RNA5SP147	3
RNA5SP148	3
RNA5SP149	3
RNA5SP150	3
RNA5SP151	3
RNA5SP152	4
RNA5SP153	4
RNA5SP154	4
RNA5SP155	4
RNA5SP156	4
RNA5SP157	4
RNA5SP158	4
RNA5SP159	4
RNA5SP160	4
RNA5SP161	4
RNA5SP162	1
RNA5SP163	4
RNA5SP164	4
RNA5SP165	4
RNA5SP166	4
RNA5SP167	4
RNA5SP168	4
RNA5SP169	4
RNA5SP170	4
RNA5SP171	4
RNA5SP172	4
RNA5SP173	4
RNA5SP174	4
RNA5SP175	4
RNA5SP176	5
RNA5SP177	5
RNA5SP178	5
RNA5SP179	5
RNA5SP18	1
RNA5SP180	5
RNA5SP181	5
RNA5SP182	5
RNA5SP183	5
RNA5SP184	5
RNA5SP185	5
RNA5SP186	5
RNA5SP187	5
RNA5SP188	5
RNA5SP189	5
RNA5SP19	1
RNA5SP190	5
RNA5SP191	5
RNA5SP192	5
RNA5SP193	5
RNA5SP194	5
RNA5SP195	5
RNA5SP197	5
RNA5SP198	5
RNA5SP199	5
RNA5SP20	1
RNA5SP200	5
RNA5SP201	6
RNA5SP202	6
RNA5SP203	6
RNA5SP204	6
RNA5SP205	6
RNA5SP206	6
RNA5SP207	6
RNA5SP209	6
RNA5SP21	1
RNA5SP210	6
RNA5SP211	6
RNA5SP212	6
RNA5SP213	6
RNA5SP214	6
RNA5SP215	6
RNA5SP216	6
RNA5SP217	6
RNA5SP218	6
RNA5SP219	6
RNA5SP22	1
RNA5SP220	6
RNA5SP221	6
RNA5SP222	6
RNA5SP223	6
RNA5SP224	6
RNA5SP225	6
RNA5SP226	6
RNA5SP227	7
RNA5SP228	7
RNA5SP229	7
RNA5SP23	1
RNA5SP230	7
RNA5SP231	7
RNA5SP232	7
RNA5SP233	7
RNA5SP234	7
RNA5SP235	7
RNA5SP236	7
RNA5SP237	7
RNA5SP238	7
RNA5SP239	7
RNA5SP24	13
RNA5SP240	7
RNA5SP241	7
RNA5SP242	7
RNA5SP243	7
RNA5SP244	7
RNA5SP245	7
RNA5SP246	7
RNA5SP247	7
RNA5SP248	7
RNA5SP249	7
RNA5SP25	13
RNA5SP250	7
RNA5SP251	8
RNA5SP252	8
RNA5SP254	8
RNA5SP255	8
RNA5SP256	8
RNA5SP257	8
RNA5SP258	8
RNA5SP259	8
RNA5SP26	13
RNA5SP260	8
RNA5SP261	8
RNA5SP262	8
RNA5SP263	8
RNA5SP264	8
RNA5SP265	8
RNA5SP266	8
RNA5SP267	8
RNA5SP268	8
RNA5SP269	8
RNA5SP27	13
RNA5SP271	8
RNA5SP273	8
RNA5SP274	8
RNA5SP275	8
RNA5SP276	8
RNA5SP277	8
RNA5SP278	8
RNA5SP279	9
RNA5SP28	13
RNA5SP280	9
RNA5SP281	9
RNA5SP282	9
RNA5SP284	9
RNA5SP285	9
RNA5SP286	9
RNA5SP287	9
RNA5SP288	9
RNA5SP289	9
RNA5SP29	13
RNA5SP290	9
RNA5SP291	9
RNA5SP292	9
RNA5SP293	9
RNA5SP294	9
RNA5SP296	9
RNA5SP297	10
RNA5SP298	10
RNA5SP299	10
RNA5SP30	13
RNA5SP300	10
RNA5SP301	10
RNA5SP302	10
RNA5SP303	10
RNA5SP304	10
RNA5SP305	10
RNA5SP306	10
RNA5SP307	10
RNA5SP308	10
RNA5SP309	10
RNA5SP31	13
RNA5SP310	10
RNA5SP311	10
RNA5SP312	10
RNA5SP317	10
RNA5SP318	10
RNA5SP319	10
RNA5SP32	13
RNA5SP320	10
RNA5SP321	10
RNA5SP322	10
RNA5SP323	10
RNA5SP324	10
RNA5SP325	10
RNA5SP326	10
RNA5SP327	10
RNA5SP328	10
RNA5SP329	11
RNA5SP33	13
RNA5SP330	11
RNA5SP331	11
RNA5SP333	11
RNA5SP334	11
RNA5SP335	11
RNA5SP336	11
RNA5SP337	11
RNA5SP338	11
RNA5SP339	11
RNA5SP34	13
RNA5SP340	11
RNA5SP341	11
RNA5SP342	11
RNA5SP343	11
RNA5SP344	11
RNA5SP345	11
RNA5SP346	11
RNA5SP347	11
RNA5SP349	11
RNA5SP35	13
RNA5SP350	11
RNA5SP351	11
RNA5SP353	12
RNA5SP354	12
RNA5SP355	12
RNA5SP356	12
RNA5SP357	12
RNA5SP358	12
RNA5SP359	12
RNA5SP36	13
RNA5SP360	12
RNA5SP361	12
RNA5SP362	12
RNA5SP363	12
RNA5SP364	12
RNA5SP365	12
RNA5SP366	12
RNA5SP367	12
RNA5SP368	12
RNA5SP369	12
RNA5SP37	13
RNA5SP370	12
RNA5SP371	12
RNA5SP372	12
RNA5SP373	12
RNA5SP374	12
RNA5SP375	12
RNA5SP376	12
RNA5SP377	12
RNA5SP378	12
RNA5SP379	12
RNA5SP38	13
RNA5SP380	14
RNA5SP382	14
RNA5SP383	14
RNA5SP384	14
RNA5SP385	14
RNA5SP386	14
RNA5SP387	14
RNA5SP388	14
RNA5SP39	13
RNA5SP390	15
RNA5SP391	15
RNA5SP392	15
RNA5SP393	15
RNA5SP394	15
RNA5SP395	15
RNA5SP396	15
RNA5SP397	15
RNA5SP398	15
RNA5SP399	15
RNA5SP40	1
RNA5SP401	15
RNA5SP402	15
RNA5SP403	16
RNA5SP404	16
RNA5SP405	16
RNA5SP406	16
RNA5SP407	16
RNA5SP408	16
RNA5SP409	16
RNA5SP41	1
RNA5SP410	16
RNA5SP411	16
RNA5SP412	16
RNA5SP413	16
RNA5SP414	16
RNA5SP415	16
RNA5SP416	16
RNA5SP417	16
RNA5SP418	16
RNA5SP419	16
RNA5SP42	1
RNA5SP420	16
RNA5SP421	16
RNA5SP422	16
RNA5SP423	16
RNA5SP424	16
RNA5SP425	16
RNA5SP426	16
RNA5SP427	16
RNA5SP428	16
RNA5SP429	16
RNA5SP43	1
RNA5SP430	16
RNA5SP431	16
RNA5SP432	16
RNA5SP433	16
RNA5SP434	17
RNA5SP436	17
RNA5SP437	17
RNA5SP438	17
RNA5SP439	17
RNA5SP44	1
RNA5SP440	17
RNA5SP441	17
RNA5SP442	17
RNA5SP443	17
RNA5SP444	17
RNA5SP445	17
RNA5SP446	17
RNA5SP447	17
RNA5SP448	17
RNA5SP449	18
RNA5SP45	1
RNA5SP450	18
RNA5SP451	18
RNA5SP452	18
RNA5SP453	18
RNA5SP454	18
RNA5SP455	18
RNA5SP456	18
RNA5SP457	18
RNA5SP458	18
RNA5SP459	18
RNA5SP46	1
RNA5SP460	18
RNA5SP461	18
RNA5SP462	19
RNA5SP463	19
RNA5SP464	19
RNA5SP465	19
RNA5SP466	19
RNA5SP467	19
RNA5SP468	19
RNA5SP469	19
RNA5SP47	1
RNA5SP470	19
RNA5SP471	19
RNA5SP472	19
RNA5SP473	19
RNA5SP474	20
RNA5SP475	20
RNA5SP476	20
RNA5SP477	20
RNA5SP478	20
RNA5SP479	20
RNA5SP48	1
RNA5SP480	20
RNA5SP481	20
RNA5SP482	20
RNA5SP483	20
RNA5SP484	20
RNA5SP485	20
RNA5SP486	20
RNA5SP487	20
RNA5SP488	21
RNA5SP489	21
RNA5SP49	1
RNA5SP490	21
RNA5SP491	21
RNA5SP492	21
RNA5SP493	22
RNA5SP494	22
RNA5SP495	22
RNA5SP496	22
RNA5SP497	22
RNA5SP498	0
RNA5SP499	0
RNA5SP50	1
RNA5SP500	0
RNA5SP501	0
RNA5SP502	0
RNA5SP503	0
RNA5SP504	0
RNA5SP505	0
RNA5SP506	0
RNA5SP507	0
RNA5SP508	0
RNA5SP509	0
RNA5SP51	1
RNA5SP510	0
RNA5SP511	0
RNA5SP512	0
RNA5SP513	0
RNA5SP514	0
RNA5SP515	0
RNA5SP516	0
RNA5SP517	0
RNA5SP518	23
RNA5SP519	23
RNA5SP52	1
RNA5SP520	23
RNA5SP521	23
RNA5SP523	23
RNA5SP53	1
RNA5SP54	1
RNA5SP55	1
RNA5SP56	1
RNA5SP57	1
RNA5SP59	1
RNA5SP60	1
RNA5SP61	1
RNA5SP62	1
RNA5SP63	1
RNA5SP64	1
RNA5SP65	1
RNA5SP66	1
RNA5SP67	1
RNA5SP68	1
RNA5SP69	1
RNA5SP70	1
RNA5SP71	1
RNA5SP72	1
RNA5SP73	1
RNA5SP74	1
RNA5SP75	1
RNA5SP76	1
RNA5SP77	1
RNA5SP78	1
RNA5SP79	1
RNA5SP80	1
RNA5SP81	1
RNA5SP82	1
RNA5SP84	2
RNA5SP85	2
RNA5SP86	2
RNA5SP87	2
RNA5SP88	2
RNA5SP89	2
RNA5SP90	2
RNA5SP91	2
RNA5SP92	2
RNA5SP93	2
RNA5SP94	2
RNA5SP95	2
RNA5SP96	2
RNA5SP97	2
RNA5SP98	2
RNA5SP99	2
RNASE13	14
RNASE2	14
RNASE4	14
RNASE6	14
RNASEH1P1	17
RNASET2	6
RND3	2
RNF103	2
RNF103-CHMP3	2
RNF111	15
RNF126	19
RNF126P1	17
RNF13	3
RNF135	17
RNF139	8
RNF139-AS1	8
RNF14	5
RNF144A	2
RNF144A-AS1	2
RNF144B	6
RNF145	5
RNF157	17
RNF169	11
RNF185	22
RNF185-AS1	22
RNF20	9
RNF212B	14
RNF213	17
RNF217	6
RNF217-AS1	6
RNF219	13
RNF219-AS1	13
RNF220	1
RNF38	9
RNF39	6
RNF40	16
RNF5	6
RNF7P1	3
RNFT1	17
RNPC3	1
RNPEP	1
RNPS1P1	4
RNU105B	20
RNU105C	8
RNU11	1
RNU1-1	1
RNU1-100P	3
RNU1-101P	8
RNU1-103P	16
RNU1-104P	12
RNU1-105P	6
RNU1-106P	8
RNU1-107P	23
RNU1-108P	17
RNU1-109P	18
RNU1-112P	0
RNU1-114P	1
RNU1-115P	0
RNU1-117P	12
RNU1-119P	15
RNU1-11P	6
RNU1-120P	1
RNU1-122P	1
RNU1-124P	8
RNU1-125P	16
RNU1-128P	23
RNU1-129P	1
RNU11-2P	17
RNU1-130P	1
RNU1-131P	20
RNU1-132P	1
RNU1-133P	2
RNU1-134P	20
RNU1-136P	6
RNU1-138P	4
RNU1-139P	21
RNU11-3P	10
RNU1-13P	1
RNU1-140P	5
RNU1-141P	1
RNU1-142P	0
RNU1-143P	1
RNU1-146P	12
RNU1-148P	8
RNU1-149P	12
RNU11-4P	8
RNU1-14P	7
RNU1-150P	5
RNU11-5P	14
RNU1-15P	7
RNU11-6P	8
RNU1-17P	5
RNU1-18P	6
RNU1-19P	10
RNU12	22
RNU1-2	1
RNU1-20P	3
RNU1-21P	11
RNU12-2P	0
RNU1-22P	16
RNU1-23P	20
RNU1-24P	13
RNU1-27P	14
RNU1-28P	14
RNU1-29P	7
RNU1-3	1
RNU1-30P	3
RNU1-31P	2
RNU1-32P	2
RNU1-33P	6
RNU1-34P	6
RNU1-35P	8
RNU1-36P	4
RNU1-38P	2
RNU1-39P	5
RNU1-4	1
RNU1-40P	23
RNU1-41P	23
RNU1-42P	17
RNU1-43P	3
RNU1-44P	4
RNU1-45P	4
RNU1-46P	18
RNU1-47P	14
RNU1-48P	23
RNU1-49P	4
RNU1-51P	4
RNU1-52P	17
RNU1-54P	6
RNU1-55P	20
RNU1-56P	0
RNU1-57P	0
RNU1-58P	7
RNU1-59P	1
RNU1-5P	1
RNU1-61P	6
RNU1-62P	3
RNU1-63P	4
RNU1-64P	6
RNU1-65P	10
RNU1-67P	0
RNU1-69P	12
RNU1-6P	1
RNU1-70P	3
RNU1-72P	7
RNU1-73P	5
RNU1-74P	1
RNU1-75P	1
RNU1-76P	5
RNU1-77P	15
RNU1-78P	15
RNU1-7P	1
RNU1-80P	17
RNU1-82P	7
RNU1-83P	12
RNU1-84P	11
RNU1-85P	17
RNU1-86P	23
RNU1-87P	6
RNU1-88P	6
RNU1-89P	4
RNU1-8P	1
RNU1-91P	11
RNU1-92P	1
RNU1-93P	2
RNU1-94P	20
RNU1-95P	23
RNU1-96P	3
RNU1-97P	23
RNU1-98P	21
RNU2-1	17
RNU2-10P	3
RNU2-11P	3
RNU2-12P	1
RNU2-13P	2
RNU2-14P	14
RNU2-15P	1
RNU2-16P	4
RNU2-17P	1
RNU2-18P	10
RNU2-19P	1
RNU2-20P	3
RNU2-21P	2
RNU2-22P	2
RNU2-23P	11
RNU2-24P	10
RNU2-25P	9
RNU2-26P	0
RNU2-27P	18
RNU2-28P	3
RNU2-29P	7
RNU2-2P	11
RNU2-30P	1
RNU2-31P	3
RNU2-32P	17
RNU2-33P	14
RNU2-34P	4
RNU2-35P	11
RNU2-36P	9
RNU2-37P	3
RNU2-38P	1
RNU2-39P	2
RNU2-3P	15
RNU2-40P	4
RNU2-41P	2
RNU2-42P	10
RNU2-43P	10
RNU2-44P	4
RNU2-45P	6
RNU2-46P	9
RNU2-47P	9
RNU2-48P	5
RNU2-49P	5
RNU2-4P	17
RNU2-50P	9
RNU2-51P	14
RNU2-52P	20
RNU2-53P	15
RNU2-54P	8
RNU2-55P	21
RNU2-56P	20
RNU2-57P	23
RNU2-58P	17
RNU2-59P	10
RNU2-5P	9
RNU2-60P	11
RNU2-61P	6
RNU2-62P	6
RNU2-63P	2
RNU2-64P	3
RNU2-65P	15
RNU2-68P	0
RNU2-69P	18
RNU2-6P	13
RNU2-70P	1
RNU2-71P	8
RNU2-72P	10
RNU2-7P	13
RNU2-8P	6
RNU2-9P	2
RNU4-1	12
RNU4-10P	13
RNU4-11P	5
RNU4-12P	6
RNU4-13P	17
RNU4-14P	5
RNU4-15P	9
RNU4-16P	7
RNU4-17P	18
RNU4-18P	6
RNU4-2	12
RNU4-20P	12
RNU4-21P	1
RNU4-22P	14
RNU4-23P	11
RNU4-25P	8
RNU4-26P	9
RNU4-27P	1
RNU4-28P	1
RNU4-29P	9
RNU4-30P	16
RNU4-31P	7
RNU4-32P	12
RNU4-33P	4
RNU4-34P	17
RNU4-35P	6
RNU4-36P	16
RNU4-37P	8
RNU4-38P	3
RNU4-39P	11
RNU4-40P	20
RNU4-41P	12
RNU4-42P	1
RNU4-43P	5
RNU4-44P	0
RNU4-45P	21
RNU4-46P	16
RNU4-47P	17
RNU4-48P	2
RNU4-49P	2
RNU4-4P	3
RNU4-50P	8
RNU4-51P	2
RNU4-52P	0
RNU4-54P	12
RNU4-55P	11
RNU4-56P	3
RNU4-57P	1
RNU4-58P	16
RNU4-59P	1
RNU4-5P	10
RNU4-60P	19
RNU4-61P	1
RNU4-62P	3
RNU4-63P	2
RNU4-64P	4
RNU4-65P	12
RNU4-66P	6
RNU4-67P	12
RNU4-68P	14
RNU4-69P	5
RNU4-6P	0
RNU4-70P	6
RNU4-71P	8
RNU4-73P	2
RNU4-74P	7
RNU4-75P	1
RNU4-76P	6
RNU4-77P	1
RNU4-78P	3
RNU4-79P	4
RNU4-7P	6
RNU4-80P	15
RNU4-81P	0
RNU4-82P	9
